Article ,Extractor ,nbreTable ,nbreTableAFilter ,ambox ,box-More_citations_needed ,sistersitebox ,infobox ,navbox ,vertical-navbox ,navbox-inner ,autocollapse ,collapsible ,mw-collapsible ,mw-collapsed ,rowspan ,colspan ,
Comparison_of_JavaScript-based_source_code_editors ,Jsoup ,3 ,2 ,0 ,1 ,0 ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,
Comparison_of_JavaScript-based_source_code_editors ,Bliki ,3 ,3 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,
Comparison_of_JavaScript_charting_frameworks ,Jsoup ,2 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,1 ,1 ,0 ,0 ,
Comparison_of_JavaScript_charting_frameworks ,Bliki ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,
Comparison_of_Java_Remote_Desktop_projects ,Jsoup ,3 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,
Comparison_of_Java_Remote_Desktop_projects ,Bliki ,2 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,
Comparison_of_Nikon_DSLR_cameras ,Jsoup ,3 ,1 ,0 ,2 ,0 ,0 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,2 ,
Comparison_of_Nikon_DSLR_cameras ,Bliki ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,
Comparison_of_Nintendo_portable_consoles ,Jsoup ,8 ,0 ,0 ,8 ,0 ,0 ,8 ,8 ,0 ,0 ,0 ,0 ,0 ,0 ,8 ,
Comparison_of_Nintendo_portable_consoles ,Bliki ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,
Comparison_of_North_American_ski_resorts ,Jsoup ,4 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,3 ,0 ,0 ,2 ,
Comparison_of_North_American_ski_resorts ,Bliki ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,
Comparison_of_Solaris_distributions ,Jsoup ,8 ,4 ,0 ,3 ,0 ,0 ,3 ,3 ,0 ,0 ,0 ,1 ,0 ,0 ,3 ,
Comparison_of_Solaris_distributions ,Bliki ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,
Comparison_of_Subversion_clients ,Jsoup ,3 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,
Comparison_of_Subversion_clients ,Bliki ,3 ,3 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,
Comparison_of_Texas_Instruments_graphing_calculators ,Jsoup ,2 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,
Comparison_of_Texas_Instruments_graphing_calculators ,Bliki ,2 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,
Comparison_of_UPnP_AV_media_servers ,Jsoup ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,
Comparison_of_UPnP_AV_media_servers ,Bliki ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,
Comparison_of_Unicode_encodings ,Jsoup ,7 ,0 ,0 ,0 ,0 ,0 ,4 ,4 ,0 ,0 ,0 ,1 ,2 ,4 ,4 ,
Comparison_of_Unicode_encodings ,Bliki ,3 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,2 ,0 ,0 ,
Comparison_of_United_Kingdom_and_United_States_military_ranks ,Jsoup ,12 ,0 ,1 ,9 ,0 ,0 ,9 ,9 ,0 ,0 ,2 ,1 ,2 ,0 ,9 ,
Comparison_of_United_Kingdom_and_United_States_military_ranks ,Bliki ,3 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,2 ,0 ,0 ,0 ,0 ,
Comparison_of_Usenet_newsreaders ,Jsoup ,5 ,1 ,0 ,3 ,0 ,0 ,3 ,3 ,0 ,0 ,0 ,1 ,0 ,0 ,3 ,
Comparison_of_Usenet_newsreaders ,Bliki ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,
Comparison_of_WebSocket_implementations ,Jsoup ,5 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,4 ,0 ,0 ,3 ,
Comparison_of_WebSocket_implementations ,Bliki ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,
Comparison_of_XML_editors ,Jsoup ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,
Comparison_of_XML_editors ,Bliki ,2 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,
Comparison_of_XMPP_server_software ,Jsoup ,2 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,
Comparison_of_XMPP_server_software ,Bliki ,3 ,3 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,
Comparison_of_application_virtualization_software ,Jsoup ,3 ,2 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,
Comparison_of_application_virtualization_software ,Bliki ,3 ,3 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,
Comparison_of_brainwave_entrainment_software ,Jsoup ,4 ,3 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,
Comparison_of_brainwave_entrainment_software ,Bliki ,4 ,4 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,
Comparison_of_code_generation_tools ,Jsoup ,5 ,2 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,3 ,0 ,0 ,2 ,
Comparison_of_code_generation_tools ,Bliki ,2 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,
Comparison_of_color_models_in_computer_graphics ,Jsoup ,6 ,5 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,
Comparison_of_color_models_in_computer_graphics ,Bliki ,6 ,6 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,
Comparison_of_cryptographic_hash_functions ,Jsoup ,7 ,1 ,0 ,0 ,0 ,0 ,4 ,4 ,0 ,0 ,1 ,0 ,2 ,1 ,1 ,
Comparison_of_cryptographic_hash_functions ,Bliki ,4 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,2 ,0 ,0 ,
Comparison_of_data_modeling_tools ,Jsoup ,3 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,
Comparison_of_data_modeling_tools ,Bliki ,2 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,
Comparison_of_disk_cloning_software ,Jsoup ,2 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,1 ,1 ,0 ,0 ,
Comparison_of_disk_cloning_software ,Bliki ,2 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,1 ,0 ,0 ,
Comparison_of_dosimeters ,Jsoup ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,
Comparison_of_dosimeters ,Bliki ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,
Comparison_of_early_World_War_II_tanks ,Jsoup ,2 ,0 ,0 ,0 ,0 ,0 ,1 ,1 ,0 ,0 ,1 ,0 ,0 ,1 ,1 ,
Comparison_of_early_World_War_II_tanks ,Bliki ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,
Comparison_of_early_word_processors ,Jsoup ,4 ,2 ,0 ,2 ,0 ,0 ,2 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,2 ,
Comparison_of_early_word_processors ,Bliki ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,
Comparison_of_encrypted_external_drives ,Jsoup ,3 ,3 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,
Comparison_of_encrypted_external_drives ,Bliki ,4 ,4 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,
Comparison_of_file_sharing_applications ,Jsoup ,4 ,1 ,0 ,3 ,0 ,0 ,3 ,3 ,0 ,0 ,0 ,0 ,0 ,0 ,3 ,
Comparison_of_file_sharing_applications ,Bliki ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,
Comparison_of_free_and_open-source_software_licenses ,Jsoup ,3 ,3 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,
Comparison_of_free_and_open-source_software_licenses ,Bliki ,4 ,4 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,
Comparison_of_free_web_hosting_services ,Jsoup ,null ,null ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,
Comparison_of_free_web_hosting_services ,Bliki ,null ,null ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,
Comparison_of_graphics_file_formats ,Jsoup ,3 ,2 ,0 ,1 ,0 ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,
Comparison_of_graphics_file_formats ,Bliki ,2 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,
Comparison_of_handheld_game_consoles ,Jsoup ,6 ,3 ,1 ,2 ,0 ,0 ,2 ,2 ,0 ,0 ,0 ,1 ,0 ,0 ,2 ,
Comparison_of_handheld_game_consoles ,Bliki ,4 ,4 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,
Comparison_of_instant_messaging_protocols ,Jsoup ,5 ,1 ,0 ,3 ,0 ,0 ,3 ,3 ,0 ,0 ,0 ,1 ,0 ,0 ,3 ,
Comparison_of_instant_messaging_protocols ,Bliki ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,
Comparison_of_layout_engines_(HTML5_canvas) ,Jsoup ,38 ,6 ,0 ,1 ,1 ,0 ,1 ,1 ,0 ,0 ,14 ,1 ,29 ,0 ,1 ,
Comparison_of_layout_engines_(HTML5_canvas) ,Bliki ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,
Comparison_of_layout_engines_(HTML5_media) ,Jsoup ,38 ,6 ,0 ,1 ,1 ,0 ,1 ,1 ,0 ,0 ,14 ,1 ,29 ,0 ,1 ,
Comparison_of_layout_engines_(HTML5_media) ,Bliki ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,
Comparison_of_layout_engines_(XHTML) ,Jsoup ,4 ,2 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,
Comparison_of_layout_engines_(XHTML) ,Bliki ,3 ,3 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,
Comparison_of_layout_engines_(web_typography) ,Jsoup ,null ,null ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,
Comparison_of_layout_engines_(web_typography) ,Bliki ,null ,null ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,
Comparison_of_web_server_software ,Jsoup ,4 ,2 ,0 ,1 ,0 ,0 ,1 ,1 ,0 ,0 ,1 ,0 ,1 ,0 ,1 ,
Comparison_of_web_server_software ,Bliki ,4 ,3 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,1 ,0 ,0 ,
Comparison_of_linear_algebra_libraries ,Jsoup ,2 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,
Comparison_of_linear_algebra_libraries ,Bliki ,3 ,3 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,
Comparison_of_netbook-oriented_Linux_distributions ,Jsoup ,4 ,2 ,0 ,2 ,0 ,0 ,2 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,2 ,
Comparison_of_netbook-oriented_Linux_distributions ,Bliki ,3 ,3 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,
Comparison_of_object-relational_database_management_systems ,Jsoup ,4 ,3 ,0 ,1 ,0 ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,
Comparison_of_object-relational_database_management_systems ,Bliki ,4 ,4 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,
Comparison_of_online_music_stores ,Jsoup ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,
Comparison_of_online_music_stores ,Bliki ,2 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,
Comparison_of_open-source_configuration_management_software ,Jsoup ,3 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,
Comparison_of_open-source_configuration_management_software ,Bliki ,3 ,3 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,
Comparison_of_optical_character_recognition_software ,Jsoup ,2 ,1 ,0 ,1 ,0 ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,
Comparison_of_optical_character_recognition_software ,Bliki ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,
Comparison_of_orbital_launch_systems ,Jsoup ,6 ,0 ,0 ,1 ,0 ,0 ,3 ,3 ,1 ,0 ,2 ,0 ,2 ,2 ,3 ,
Comparison_of_orbital_launch_systems ,Bliki ,3 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,2 ,0 ,2 ,0 ,0 ,
Comparison_of_orbital_launchers_families ,Jsoup ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,0 ,
Comparison_of_orbital_launchers_families ,Bliki ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,
Comparison_of_orbital_rocket_engines ,Jsoup ,5 ,2 ,0 ,2 ,0 ,0 ,2 ,2 ,0 ,0 ,0 ,1 ,0 ,0 ,2 ,
Comparison_of_orbital_rocket_engines ,Bliki ,3 ,3 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,
Comparison_of_personal_air_vehicles ,Jsoup ,5 ,2 ,0 ,3 ,0 ,0 ,3 ,3 ,0 ,0 ,0 ,0 ,0 ,0 ,3 ,
Comparison_of_personal_air_vehicles ,Bliki ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,
Comparison_of_programming_languages ,Jsoup ,5 ,4 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,
Comparison_of_programming_languages ,Bliki ,4 ,4 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,
Comparison_of_programming_languages_(array) ,Jsoup ,8 ,5 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,2 ,0 ,0 ,0 ,
Comparison_of_programming_languages_(array) ,Bliki ,5 ,5 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,
Comparison_of_project_management_software ,Jsoup ,4 ,3 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,
Comparison_of_project_management_software ,Bliki ,4 ,4 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,
Comparison_of_BSD_operating_systems ,Jsoup ,4 ,0 ,0 ,3 ,0 ,0 ,3 ,3 ,0 ,0 ,1 ,0 ,1 ,0 ,3 ,
Comparison_of_BSD_operating_systems ,Bliki ,2 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,1 ,0 ,0 ,
Comparison_of_DNS_server_software ,Jsoup ,3 ,3 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,
Comparison_of_DNS_server_software ,Bliki ,4 ,4 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,
Comparison_of_EDA_software ,Jsoup ,3 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,
Comparison_of_EDA_software ,Bliki ,3 ,3 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,
Comparison_of_English_dictionaries ,Jsoup ,3 ,3 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,
Comparison_of_English_dictionaries ,Bliki ,4 ,4 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,
Comparison_of_JavaScript_frameworks ,Jsoup ,8 ,3 ,0 ,3 ,1 ,0 ,3 ,3 ,0 ,0 ,0 ,1 ,0 ,0 ,3 ,
Comparison_of_JavaScript_frameworks ,Bliki ,4 ,4 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,
Comparison_of_LAN_messengers ,Jsoup ,2 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,
Comparison_of_LAN_messengers ,Bliki ,3 ,3 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,
Comparison_of_MUD_clients ,Jsoup ,5 ,4 ,0 ,1 ,0 ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,
Comparison_of_MUD_clients ,Bliki ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,
Comparison_of_Office_Open_XML_software ,Jsoup ,5 ,3 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,
Comparison_of_Office_Open_XML_software ,Bliki ,4 ,4 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,
Comparison_of_research_networking_tools_and_research_profiling_systems ,Jsoup ,6 ,6 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,
Comparison_of_research_networking_tools_and_research_profiling_systems ,Bliki ,7 ,7 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,
Comparison_of_X_Window_System_desktop_environments ,Jsoup ,12 ,1 ,0 ,8 ,0 ,0 ,8 ,8 ,0 ,0 ,1 ,2 ,1 ,0 ,8 ,
Comparison_of_X_Window_System_desktop_environments ,Bliki ,3 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,1 ,0 ,0 ,
Comparison_of_ad_servers ,Jsoup ,2 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,
Comparison_of_ad_servers ,Bliki ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,
Comparison_of_assemblers ,Jsoup ,9 ,8 ,0 ,1 ,0 ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,
Comparison_of_assemblers ,Bliki ,9 ,9 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,
Comparison_of_cluster_software ,Jsoup ,3 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,
Comparison_of_cluster_software ,Bliki ,3 ,3 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,
Comparison_of_quiz_bowl_formats ,Jsoup ,null ,null ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,
Comparison_of_quiz_bowl_formats ,Bliki ,null ,null ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,
Comparison_of_data_serialization_formats ,Jsoup ,3 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,
Comparison_of_data_serialization_formats ,Bliki ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,
Comparison_of_database_access ,Jsoup ,11 ,7 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,3 ,0 ,0 ,2 ,
Comparison_of_database_access ,Bliki ,7 ,7 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,
Comparison_of_desktop_application_launchers ,Jsoup ,5 ,4 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,
Comparison_of_desktop_application_launchers ,Bliki ,5 ,5 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,
Comparison_of_desktop_publishing_software ,Jsoup ,7 ,4 ,0 ,1 ,0 ,0 ,1 ,1 ,0 ,0 ,1 ,1 ,0 ,0 ,1 ,
Comparison_of_desktop_publishing_software ,Bliki ,6 ,5 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,
Comparison_of_digital_SLRs ,Jsoup ,27 ,1 ,0 ,24 ,0 ,0 ,25 ,13 ,0 ,0 ,0 ,1 ,0 ,1 ,25 ,
Comparison_of_digital_SLRs ,Bliki ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,
Comparison_of_hex_editors ,Jsoup ,3 ,2 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,
Comparison_of_hex_editors ,Bliki ,3 ,3 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,
Comparison_of_layout_engines_(Scalable_Vector_Graphics) ,Jsoup ,6 ,1 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,2 ,1 ,3 ,0 ,0 ,
Comparison_of_layout_engines_(Scalable_Vector_Graphics) ,Bliki ,4 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,2 ,0 ,2 ,0 ,0 ,
Comparison_of_layout_engines_(graphics) ,Jsoup ,8 ,2 ,0 ,2 ,0 ,0 ,2 ,2 ,0 ,0 ,4 ,0 ,4 ,0 ,2 ,
Comparison_of_layout_engines_(graphics) ,Bliki ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,
Comparison_of_memory_cards ,Jsoup ,7 ,1 ,0 ,1 ,0 ,0 ,1 ,1 ,0 ,0 ,2 ,0 ,4 ,0 ,1 ,
Comparison_of_memory_cards ,Bliki ,7 ,3 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,2 ,0 ,2 ,0 ,0 ,
Comparison_of_metadata_editors ,Jsoup ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,1 ,0 ,0 ,
Comparison_of_metadata_editors ,Bliki ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,
Comparison_of_network_monitoring_systems ,Jsoup ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,
Comparison_of_network_monitoring_systems ,Bliki ,2 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,
Comparison_of_notetaking_software ,Jsoup ,3 ,3 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,
Comparison_of_notetaking_software ,Bliki ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,
Comparison_of_online_backup_services ,Jsoup ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,
Comparison_of_online_backup_services ,Bliki ,2 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,
Comparison_of_operating_systems ,Jsoup ,9 ,3 ,0 ,3 ,0 ,0 ,3 ,3 ,1 ,0 ,1 ,1 ,1 ,0 ,3 ,
Comparison_of_operating_systems ,Bliki ,5 ,4 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,1 ,0 ,0 ,
Comparison_of_parser_generators ,Jsoup ,7 ,5 ,0 ,1 ,0 ,0 ,1 ,1 ,0 ,0 ,0 ,1 ,0 ,0 ,1 ,
Comparison_of_parser_generators ,Bliki ,6 ,6 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,
Comparison_of_photo_gallery_software ,Jsoup ,2 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,
Comparison_of_photo_gallery_software ,Bliki ,2 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,
